name,country_code,region,city,industry,employee_range,employee_count_est,company_age_years,founded_year,ipo_status,is_active,is_for_profit,cb_rank,has_funding,funding_total_usd,num_funding_rounds,last_funding_type,last_funding_year,fin_num_investors,it_spend_usd,active_tech_count,builtwith_num_technologies_used,semrush_visits_latest_month,monthly_visits_growth,num_contacts,num_employee_profiles,num_news,num_investors,num_acquisitions,num_current_positions,website,contact_email,contact_phone,active_hiring,recent_funding_event,web_visits_30d,email_engagement_score,crm_completeness_pct,days_since_last_contact,reply_rate_pct,deal_potential_usd,intent_score,last_contact_channel,lead_score,converted
Cash On Your Mobile,AU,OC,Brisbane,Financial Services,1-10,5.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://cashonyourmobile.net.au,hel███ash███our█████████t.a███,+61███355███338███,1,0,1588,21.1,36.5,88,15.54,13794,40.9,LinkedIn,39.26,0
BPR Syariah Attaqwa,ID,AS,Tangerang,Banking,11-50,30.0,30.0,1994.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://bprsattaqwa.co.id,inf███prs███aqw█████████,+62███1 5███851███,0,0,1609,27.7,47.8,186,0.0,25231,36.2,Email,26.55,0
Coverbase,US,Unknown,San Francisco,Artificial Intelligence (AI),1-10,5.0,0.0,2024.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.coverbase.ai,pri███y@c███rba██████,,0,0,1933,23.6,57.7,306,6.53,14786,49.2,Email,28.08,0
JM Alliance,US,Unknown,Boston,Logistics,1-10,5.0,9.0,2015.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,https://www.jmalliancecorp.com,,+1 ███ 97███105███,1,0,1592,42.6,43.2,131,11.25,20342,41.3,Email,41.44,1
Alma Clinics,ZA,AF,Gauteng,Health Care,11-50,30.0,2.0,2022.0,private,1,1,1186889.0,1,2800000,1,seed,2024.0,1,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,https://alma-clinic.com,inf███lma███ini██████,+27███)11███0 2██████,1,0,1593,38.3,46.6,359,17.56,25643,47.1,Phone,44.32,0
Conway & Co.,US,Unknown,Sebastian,Property Management,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://conwayandcompany.net,jhc███ay@███cas██████,1 7███589███54,1,0,1650,22.7,51.6,122,18.94,28251,49.2,LinkedIn,41.86,1
Eco Promotional Products,US,Unknown,Libertyville,Advertising,1-10,5.0,16.0,2008.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://ecopromotionsonline.com,inf███cop███oti█████████.co███,+1 ███ 32███467███,0,0,1589,31.0,37.5,47,1.95,13977,25.8,Email,25.87,0
CoorB,AE,AS,Dubai,Financial Services,11-50,30.0,1.0,2023.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://coorb.io,hel███coo███io,,1,0,1595,34.3,46.9,287,15.16,48386,44.9,Email,39.49,0
Alexander Investment Services,US,Unknown,Louisville,Financial Services,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.aisretirement.com,lou███ill███isw█████████,+1 ███ 45███414███,0,0,1636,4.6,38.1,178,5.87,25906,34.6,Email,23.27,0
AMB Systems Services,US,Unknown,Thomas,Computer,11-50,30.0,11.0,2013.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.vertexbh.com,,+1 ███ 43███305███,1,0,1595,24.6,50.9,179,16.84,34322,24.5,Email,36.24,0
Helios Group,Unknown,Unknown,Unknown,Real Estate,Unknown,30.0,14.0,,private,1,0,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,,,,0,0,1601,23.9,45.2,98,8.95,48884,31.5,Phone,26.22,0
Andy Testing & Consulting,US,Unknown,Salt Lake City,Consulting,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://andytc.com,,+1 ███ 91███869███,1,0,1648,38.4,46.4,329,18.3,26452,50.0,LinkedIn,40.33,1
Fluency Health,US,Unknown,Ann Arbor,Analytics,11-50,30.0,20.0,2004.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://fluencyhealth.com,pla███lue███med█████████,+1 ███ 30███300███,0,0,1625,13.2,37.7,33,3.1,25992,45.4,LinkedIn,28.24,0
Astute Business Partners,LK,AS,Colombo,Analytics,Unknown,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.astutebusinesspartners.com.au,,,0,0,1617,0.0,49.7,69,12.99,36656,28.7,,24.04,0
Comprehensive Credit Decisions,AU,OC,Melbourne,Analytics,1-10,5.0,7.0,2017.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.ccdecisions.com.au,inf███cde███ion█████████,+61███0 3███050███,1,0,1599,35.2,60.7,170,18.76,12465,26.9,,38.69,0
Alkapuro,US,Unknown,Montebello,B2B,11-50,30.0,20.0,2004.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://alkapuro.com,inf███lka███o.c███,+1 ███ 48███745███,0,0,1622,7.8,35.9,271,12.03,30445,35.5,LinkedIn,22.31,0
FCG Environmental,US,Unknown,Ojai,Environmental Consulting,1-10,5.0,19.0,2005.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.fcgenviro.com,afo███ss@███env█████████,+1 ███ 64███995███,0,0,1604,0.0,41.3,58,6.73,12539,31.9,LinkedIn,24.15,0
Jogg AI,Unknown,Unknown,Unknown,Software,51-100,75.0,0.0,2024.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.jogg.ai/,jog███202███mai██████,,1,0,1627,1.7,45.9,180,17.03,65909,46.9,,38.03,0
Paragon Casket,US,Unknown,Richmond,Manufacturing,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://paragoncasketinc.com,,+1 ███ 85███601███,0,0,1597,28.1,50.3,18,4.41,26801,44.1,Email,30.67,0
Brownwood Regional Medical Center,US,Unknown,Brownwood,Health Care,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.brmc-cares.com,,1 (███) 8███426███,0,0,1602,21.3,39.5,225,2.78,27360,42.2,Email,25.91,0
Plastic Fabrication Services,US,Unknown,Painesville,E-Commerce,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.plastictanks.com,com███y@p███tic█████████,+1 ███ 95███990███,0,0,1592,17.7,21.3,94,9.88,25765,24.4,Email,22.32,0
Compulease,GB,EU,Wilmslow,Computer,Unknown,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.compulease.co.uk,inf███omp███ase█████████,44 ███5 5███777███,1,0,1606,43.9,54.9,296,16.32,25036,41.5,LinkedIn,40.29,0
Matevo Chemicals,CN,AS,Xiaoshan,Artificial Intelligence (AI),Unknown,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.matevochemicals.com/,che███to@███evo█████████.co███,+86███777███546███,0,0,1593,26.4,50.1,80,4.34,44665,35.9,LinkedIn,27.99,0
Miratec,CA,Unknown,Pickering,Electronics,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://miratecinc.com,cus███ers███ice█████████nc.██████,1 (███) 4███528███,0,0,1591,36.2,30.1,174,0.0,27065,24.3,Phone,23.76,0
Patenaude Wealth Management,US,Unknown,San Diego,Advice,11-50,30.0,16.0,2008.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://patenaudewealth.com,,+1 ███ 41███313███,1,0,1617,16.1,39.1,221,22.78,391772,43.6,Phone,37.7,0
Altola,CH,EU,Olten,Analytics,51-100,75.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://altola.ch,mai███lto███ch,+41███ 28███3 7███,1,0,1615,29.7,56.5,102,15.56,48143,57.1,Phone,44.78,1
Alderley Group,GB,EU,London,Construction,11-50,30.0,5.0,2019.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://alderley-group.com,inf███lde███y-g█████████,44 ███ 65███827███,0,0,1652,3.8,55.6,53,0.0,25889,38.7,Email,27.13,0
FoxMind,CA,Unknown,Montréal,Card and Board Games,1-10,5.0,21.0,2003.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://foxmind.com,inf███oxm███.co███,+1 ███ 36███777███,0,0,1598,17.7,51.5,182,5.41,13035,18.5,Email,22.36,0
Andover Orthodontics,US,Unknown,Andover,Dental,1-10,5.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.andoverorthodontics.com,off███@an███ero█████████cs.██████,+1 ███ 47███450███,0,0,1624,17.5,42.6,350,4.0,14547,37.2,Email,23.08,0
C3C Solutions,IN,AS,Noida,Unknown,11-50,30.0,8.0,2016.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.c3csolutions.com,inf███3cs███tio█████████,852███311███,0,0,1633,26.3,44.7,317,3.79,56419,33.7,Email,23.88,0
Caring Transitions of Southwest Pittsburgh,US,Unknown,Washington,Real Estate,Unknown,30.0,8.0,2016.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.caringtransitionsofswp.com,rci███o@c███ngt█████████s.c███,1-4███709███07,0,0,1626,20.5,43.0,354,7.88,38323,31.9,Event,22.3,0
Dumotech Industrial Products,CA,Unknown,Rouyn-noranda,Hardware,Unknown,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://dumotech.ca,ven███@du███ech██████,819███7-3███,0,0,1593,26.2,53.0,348,4.0,25071,28.7,Event,23.09,0
Brokers Real State,CO,SA,Bogotá,Call Center,1-10,5.0,13.0,2011.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://mibrokersrealestate.com.co,inf███ibr███rsr█████████.co██████,+57███8 3███538███,0,0,1612,27.0,37.0,320,3.47,30404,36.0,Event,23.74,0
Michael E. Black,US,Unknown,Placentia,Consulting,1-10,5.0,20.0,2004.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://michaeleblackinc.com,,+1 ███ 87███863███,0,0,1622,41.5,37.6,67,11.81,20560,32.9,LinkedIn,28.09,0
American Test Center,US,Unknown,River Falls,Test and Measurement,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://atctest.com,sal███atc███t.c███,1 (███) 4███908███,1,0,1607,26.8,52.1,27,6.3,30896,42.3,LinkedIn,42.2,1
Buy Direct Signs,US,Unknown,Watertown,Digital Signage,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.buydirectsigns.com,inf███uyd███cts█████████,+1 ███ 26███408███,1,0,1588,20.6,43.6,273,14.74,25827,46.6,LinkedIn,38.38,0
Café Las Flores,NI,Unknown,Managua,Coffee,51-100,75.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://cafelasflores.com,,+50███700███65,0,0,1613,22.5,55.0,281,9.64,48453,36.9,LinkedIn,25.45,0
Carmel Solutions,US,Unknown,Oceanside,Billing,1-10,5.0,34.0,1990.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.carmelsol.com,sal███car███sol██████,+1 ███ 27███304███,0,0,2142,12.0,38.6,359,8.13,15920,37.0,LinkedIn,22.36,0
Carol,IT,EU,Milan,Employee Benefits,11-50,30.0,2.0,2022.0,private,1,1,1186889.0,1,5307390,1,seed,2024.0,5,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,5.0,1.0,1.0,https://www.carol.health,inf███aro███eal███,,1,1,1599,59.8,43.6,310,35.1,26059,65.7,Phone,65.62,1
Crawlr Labs,Unknown,Unknown,Unknown,Unknown,Unknown,30.0,14.0,,private,1,0,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.crawlrlabs.com,,,1,0,1594,27.2,36.6,118,25.11,46112,49.4,Phone,41.17,0
Mition,AU,OC,Mount Eliza,Digital Marketing,11-50,30.0,5.0,2019.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.mition.com,sal███mit███.co██████,61 ███0 6███466███,1,0,1622,24.3,44.1,133,23.49,25978,43.2,LinkedIn,40.05,0
Creative Management Solutions,US,Unknown,Anaheim,Consulting,1-10,5.0,35.0,1989.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.creativemgtsolutions.com,,+1 ███ 28███300███,0,0,1619,15.3,32.2,128,0.0,12419,22.1,Email,22.04,0
Coral Gables Cosmetic Dentist,US,Unknown,Coral Gables,Dental,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.coralgablescosmeticdentist.com,,1 3███448███96,1,1,1707,37.2,40.1,7,21.95,25182,61.4,Phone,61.44,1
Crubing,Unknown,Unknown,Unknown,Marketing Automation,1-10,5.0,1.0,2023.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://crubing.com,hi@███bin███om,,1,0,1590,28.4,32.5,50,16.63,12724,48.3,Phone,41.67,0
Assured Home Care Services,US,Unknown,Lanham,Health Care,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.assuredhomecaremd.com,inf███don███s.c███,1 2███764███57,1,0,1647,23.6,49.6,340,8.23,26767,53.7,Email,39.7,0
Attentioneers Agency,Unknown,Unknown,Unknown,Advertising,1-10,5.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.attentioneers.com,,,1,0,1636,46.7,49.7,280,5.37,16381,60.5,,44.19,1
CTI Group,MO,AS,Macau,Financial Services,11-50,30.0,25.0,1999.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://ctigroup.hk,inf███tig███p.h███,853███229███,0,0,1603,11.4,30.2,174,6.58,27990,14.4,Email,19.31,0
Five Points Health Benefit Plans,US,Unknown,El Paso,Health Care,1-10,5.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.fivepointsbenefitplans.com,isa███fiv███int█████████lan██████,1.9███803███98,0,0,1620,20.4,54.7,182,7.84,18210,53.6,Email,29.91,0
Cow and Rooster,US,Unknown,Soulsbyville,Digital Marketing,11-50,30.0,8.0,2016.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.cowandrooster.com,inf███owa███oos█████████,+1 ███ 43███278███,1,1,1681,36.5,64.0,191,38.56,26800,67.7,Email,62.0,1
Byggsats,Unknown,Unknown,Unknown,Unknown,Unknown,30.0,14.0,,private,1,0,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://kitbuildings.se/,INF███ITB███DIN█████████,(+4███013███258██████,1,0,1661,13.7,44.4,248,18.84,26912,35.9,Event,36.0,0
Brella Capital,Unknown,Unknown,Unknown,Unknown,1-10,5.0,14.0,,private,1,0,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.brellacapital.com/,Inf███rel███api█████████,+44███ 83███054███,0,0,1591,24.8,38.9,234,14.6,53525,42.6,LinkedIn,26.16,0
MoCaX Intelligence,GB,EU,London,Business Development,1-10,5.0,1.0,2023.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.mocaxintelligence.com,,,0,1,1656,9.4,66.6,82,21.78,30438,44.5,LinkedIn,44.34,0
Apex Industrial Real Estate Advisors,US,Unknown,Atlanta,Advice,11-50,30.0,2.0,2022.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.apexindustrialre.com,inf███pex███ust█████████m,+1 ███ 59███555███,0,0,1605,28.2,33.4,92,0.0,30258,21.8,Event,23.85,0
Franklin Asset Management,US,Unknown,Louisville,Asset Management,1-10,5.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://franklin-communities.com,inf███ran███nas█████████,1 5███491███22,1,0,1609,20.4,44.2,311,19.11,24049,48.4,Email,38.26,0
Dune Doctors,US,Unknown,Pensacola,Construction,1-10,5.0,24.0,2000.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://dunedoctors.com,inf███une███tor██████,+1 ███ 38███737███,1,0,1609,36.9,45.4,267,21.67,12424,53.6,Email,41.65,1
AntiquesTK,IN,AS,Delhi,Retail,1-10,5.0,7.0,2017.0,private,0,0,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.kholia.org,kho███vc@███loo██████,,0,0,1603,31.1,54.8,119,6.96,13127,18.7,Email,16.87,0
Duckworth Insurance Service,US,Unknown,Midland,Auto Insurance,1-10,5.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.duckworthinsurance.com,,1 (███) 4███237███,0,0,1707,28.6,46.9,70,12.25,13818,43.3,LinkedIn,29.64,0
Ambre's Bridge,US,Unknown,Great Falls,Consulting,1-10,5.0,7.0,2017.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.ambresbridge.org,amb███bri███@gm█████████,+1 ███ 63███204███,0,0,1605,22.5,40.0,16,4.38,13142,31.0,LinkedIn,26.69,0
Catholic Travel Today,US,Unknown,Tulsa,Tourism,1-10,5.0,28.0,1996.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://catholictraveltoday.com,cat███ict███elt█████████l.c███,1 9███237███73,1,0,1591,27.7,36.4,252,17.73,12552,40.2,Email,37.52,0
LVM & Co.,ZA,AF,Cape Town,Commercial Real Estate,Unknown,30.0,34.0,1990.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://lvmandco.co.za,inf███vma███o.c██████,27 ███510███20,1,0,1598,24.2,41.3,121,14.13,30360,50.6,Email,41.45,0
Alcohol and Drug Testing Services,US,Unknown,Hot Springs Village,Customer Service,11-50,30.0,33.0,1991.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://adtsllc.com,hot███ing███dts█████████,+1 ███ 76███075███,1,0,1613,44.7,35.9,9,26.9,48587,49.5,Email,44.39,1
Forefront Behavioral Health,US,Unknown,Austin,Health Care,11-50,30.0,11.0,2013.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.fbhaustin.com,,+1 ███ 58███323███,0,0,1714,13.0,44.4,286,9.21,27683,32.8,LinkedIn,22.82,0
fedbax,TR,AS,Istanbul,Information Technology,11-50,30.0,1.0,2023.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.fedbax.com/,fur███@fe███x.c███,+90███5 4███33 ███,0,1,1637,9.6,39.5,315,14.42,32640,71.0,Email,44.29,0
Brower Financial Group,US,Unknown,Ponte Vedra Beach,Advice,1-10,5.0,15.0,2009.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://browerfinancialgroup.com,inf███row███ina█████████p.c███,+1 ███ 28███015███,0,0,1593,26.7,32.0,325,14.26,15055,27.4,Email,21.51,0
favhiker,Unknown,Unknown,Unknown,Unknown,11-50,30.0,14.0,,private,1,0,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.favhiker.com/,inf███eln███com███,,0,0,2422,12.0,54.0,272,1.33,26296,27.1,Phone,22.97,0
Point Club,US,Unknown,Calabasas,Gift Card,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.pointclub.com,sup███t@p███tcl█████████,,1,0,1617,20.5,40.0,305,15.07,36593,43.2,LinkedIn,36.98,0
Core Realty Group,US,Unknown,Shrewsbury,Commercial Real Estate,1-10,5.0,23.0,2001.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://corerealtygroup.net,,+1 ███ 38███530███,1,0,1723,15.6,33.9,292,17.34,12609,50.2,LinkedIn,37.65,0
Pop Ink,US,Unknown,Talladega,Apparel,1-10,5.0,7.0,2017.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://popinkprint.com,,+1 ███ 75███440███,1,0,1603,25.2,42.7,209,17.75,12441,20.8,Phone,34.49,0
Driver Media Worldwide,US,Unknown,Palm Beach Gardens,Advertising,1-10,5.0,8.0,2016.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://drivermediaworldwide.com,,+1 ███ 40███699███,1,0,1632,29.2,44.5,217,17.42,12601,44.9,LinkedIn,39.77,1
Julius Blum Builders,US,Unknown,Clarence Center,Construction,1-10,5.0,26.0,1998.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.juliusblumbuilders.com,,+1 ███ 74███970███,0,0,1658,22.4,30.0,240,0.0,22984,34.2,Phone,23.49,0
Ponarq 3D,US,Unknown,Kennesaw,Advertising,11-50,30.0,28.0,1996.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.ponarq3d.com,pon███@po███q3d██████,+1 ███ 46███198███,1,0,1712,39.5,46.7,199,17.44,28156,48.7,,42.03,0
AGROIMPEX,RU,EU,Leningrad,Agriculture,11-50,30.0,30.0,1994.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://agroimpex.com,inf███gro███ex.██████,7 (███) 6███77-███,1,0,1685,35.3,35.6,215,20.5,30003,39.9,Email,38.72,0
Henderson Graphic Design & Illustration,US,Unknown,New Kensington,Art,1-10,5.0,11.0,2013.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://hendersongdi.com,art███nde███ngd██████,1 4███417███67,1,0,1661,28.1,57.7,204,20.36,49137,46.4,LinkedIn,41.21,0
Eastwood Landscaping,US,Unknown,Knoxville,Landscaping,51-100,75.0,42.0,1982.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.eastwoodlandscaping.com,,,0,0,1600,18.0,48.2,215,0.0,47779,44.4,Phone,26.85,0
Business Solutions & Services,AE,AS,Dubai,Analytics,101-250,175.0,10.0,2014.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://bssuniversal.com,con███t@b███niv█████████,+97███43 ███ 08███,0,0,1596,25.1,40.8,79,1.72,115406,32.8,Email,26.51,0
